ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0048738	cardiac muscle tissue development	190/12754	236/23577	1.30721075963793e-17	5.34165711780814e-16	1.86609755161002e-16	14200/12370/14369/12912/13869/11790/18505/21952/21956/12301/21808/16526/19130/17684/15214/15182/11793/23828/14609/68802/12534/50721/16000/237560/327826/14632/17268/17168/24052/103806/15110/22416/214384/77579/216850/55978/21385/18121/19014/21393/19401/14615/19084/15902/238161/64010/73422/192119/20191/11472/17300/109620/13614/16468/17260/16392/218772/22418/21924/17888/140781/21821/14180/24053/14463/18092/22762/11600/12818/22402/17069/14106/239719/17880/67451/77446/56637/64082/13052/20997/13388/18091/74116/18712/17691/20182/22339/20807/20541/13511/225288/14164/14815/18596/17128/17131/67655/19091/19211/107765/19662/14179/11554/18128/20181/11477/241431/14725/22138/17868/22431/23892/11464/12156/14225/228785/228788/59091/12162/723954/15213/14173/16905/14613/12814/13609/108058/18741/56376/68810/11364/320790/21812/68016/93760/12540/15530/56717/63958/22062/19664/18595/21814/74376/21386/21388/17906/17295/22413/12154/108655/74244/16974/606496/13009/17258/75547/17292/116904/23966/18479/20679/14183/14082/14174/13642/14182/211323/244431/234214/11739/17125/22761/11606/112405/16412/23988/13857/57246/17967/22003/19378/12160/76365/68861/17897/21667/21813/22437/12387	190
GO:0090287	regulation of cellular response to growth factor stimulus	200/12754	251/23577	1.60725798098357e-17	6.52306198268569e-16	2.27881904930001e-16	240725/383491/21419/257630/12633/12168/320460/14733/108900/23893/17684/83767/74048/68371/93759/83554/20869/58250/13179/67603/319922/14783/14172/76884/216805/214384/22059/17913/18121/22057/278507/16400/18053/74499/66313/217342/11491/20666/72183/21869/19042/15251/66354/20379/66695/18570/15229/105083/14165/22418/12165/105450/14180/219134/14463/16840/24064/11600/19245/71753/18591/22408/246154/15205/19876/13388/12005/224640/12393/15516/22339/21770/76905/65960/22436/18189/68010/240185/14164/14119/225631/320924/52662/21413/17128/17131/17126/664805/225743/17826/225849/17283/72514/15242/226101/54612/21416/14462/241226/18128/77794/11350/69601/241324/11480/14725/13390/23892/329506/14118/241639/14563/72043/19246/76829/65112/20482/14173/24063/229285/69585/18129/18049/94093/242235/114249/16007/12579/19268/22417/17965/70673/15208/20481/14362/78558/17701/14181/20563/19664/68939/16542/330119/55985/21814/116701/22241/80752/75788/14254/170676/12390/12389/333088/15258/71950/70300/20430/244058/18550/69121/101706/18751/21804/14183/56213/735280/14175/20377/14182/353310/78560/102141/69260/22341/14232/15245/94187/20340/11606/23988/13430/73230/80288/18007/207667/17127/17130/93836/17999/15379/235505/81907/21667/12387/12361/236794/80903/14205/237222	200
GO:0048639	positive regulation of developmental growth	163/12754	197/23577	1.72773510497414e-17	6.96464029478087e-16	2.43308357599487e-16	116837/12168/12912/13869/14268/22349/12043/20980/15284/19130/15214/12534/16000/20979/15364/14632/17938/22778/14025/268396/22416/22368/18208/83431/20670/18472/21385/72508/20851/20850/11858/22415/17762/14599/20403/23795/238161/217715/22095/11651/13614/20354/56320/13162/17260/17755/12891/14180/50769/14463/19219/20356/116838/22762/22402/15499/328572/19090/13383/56637/13508/22350/50873/13388/27279/19015/240058/18712/22339/20807/12266/13640/14815/11555/83814/17919/12803/14297/319740/14179/14732/11554/71653/18128/338346/13046/19374/22431/12064/12335/14239/14601/11538/12561/208188/14173/12904/18049/12977/65086/320790/18992/18198/68350/56717/11603/19664/74318/52822/21814/100705/21388/19415/16885/18261/75788/14255/22413/16846/319757/12154/211232/20315/19305/56449/11816/269878/80297/20981/20430/18213/18479/13690/110058/14183/735280/16002/16337/14182/211323/11739/382018/18997/67378/71955/11606/244667/18186/22601/23988/57246/17967/20361/320563/102774/53869/102502/23999/56808/54214/17772/16728/11878	163
GO:0007159	leukocyte cell-cell adhesion	253/12754	331/23577	2.01309608621613e-17	8.06049077205732e-16	2.81591681434682e-16	22637/107527/17974/15510/12487/12477/54167/16147/20668/240754/19264/381305/240873/20339/20344/16963/18106/27218/320404/63953/15284/237256/17863/22361/11846/12142/74048/11540/16414/50723/17123/11776/16000/15978/83430/67596/22778/67245/20868/16160/171285/16189/16362/57783/104709/14252/15218/16859/20296/20555/20304/57765/13866/19401/12775/20851/20850/72349/20533/18613/19084/217303/15223/20663/268564/11847/192119/15519/238555/15216/193385/105352/12522/20354/20963/11774/16195/56838/11534/71228/328365/80795/20390/16854/18950/13655/21943/16197/66629/14000/15117/223601/19354/16852/72049/19013/16421/16402/105855/12703/12053/15205/13383/22042/12524/12519/100043314/16423/208650/15001/14998/14961/14960/11629/15040/94185/21950/50930/65960/56468/19877/65113/269023/16149/240354/19255/17131/54607/78317/22287/12507/12511/14537/16952/76088/60533/58205/14732/14462/18761/16184/12151/67122/11898/11350/227753/57438/13482/16401/22034/12505/19419/57432/16176/16396/11486/20971/12608/12162/94212/16183/60505/16159/229473/12479/22724/20201/20202/19885/242122/19260/242202/12042/192656/54390/230126/18124/16600/30936/12578/16818/19204/26971/18782/230979/18762/20423/16193/20345/14357/70103/13846/17120/108723/15505/12389/16846/109880/13848/93695/16950/232174/11519/319655/20315/15170/12504/16768/245126/56457/68891/12144/434215/723840/109594/16190/246779/12721/20737/16408/66824/16409/11501/16002/14082/20300/13642/24099/15930/12367/16161/16453/16168/330817/74256/26887/14087/16412/23871/21838/12501/235320/12988/102657/23959/213208/11848/21813/12387/12772/16728/17698/16186	253
GO:0060249	anatomical structure homeostasis	266/12754	351/23577	2.19331082382723e-17	8.72352824996882e-16	3.04754767100204e-16	19888/383491/21749/12839/66620/13869/74591/22596/16147/227326/227331/16331/623503/12043/59125/18783/226517/100039795/246256/23797/19165/11545/22283/18005/12490/237313/14219/22295/327762/68371/216049/11994/20869/50721/382406/216274/71769/12461/17245/56351/69917/13649/245944/12464/19360/68964/20877/216853/50932/114230/103677/68275/18015/107476/380718/353047/16416/16470/14387/170758/12516/15251/56531/26380/104871/13386/15519/74335/17300/14538/20963/114304/210992/21752/110789/108138/26556/14062/319955/20390/21745/15381/72400/271209/219150/19229/19645/21943/19219/75766/12818/68501/332110/20289/19354/14375/54003/12824/18642/51812/50505/19090/26413/11625/22042/17063/68942/13052/20655/26407/18815/22157/21784/12815/224792/15516/22339/20807/107766/13819/11789/70640/18596/12978/225600/170826/11555/620235/52028/16998/226026/16889/74493/19662/16825/108689/332397/227525/18761/51869/53416/11435/16410/22034/98956/22174/17754/75608/68728/20779/14683/56802/269400/12349/241950/229512/16905/13038/21748/67171/12977/13609/11304/27354/73750/69807/21898/75578/26562/19891/230872/50912/100090/260305/16193/231162/12494/19126/16826/16542/11991/20750/21405/19247/17165/18439/12466/19353/14255/27273/101185/319757/11677/19349/14461/22346/212541/16974/15874/16653/19227/13870/12447/16541/14256/72961/72088/233328/12144/26557/12751/22141/19226/75764/12721/26417/11674/11501/17831/17833/26400/26889/22427/104271/21951/12725/234344/19704/16795/214627/257632/67378/333329/497652/21750/57321/77087/23854/16412/19340/11433/56379/72828/214162/11920/13075/56506/12988/18854/102774/75782/13036/245000/24127/56492/213208/22041/74025/81897/235587/19228/12387/12772/17772/54411/22589	266
GO:0090130	tissue migration	195/12754	244/23577	2.23083557030404e-17	8.81401656452577e-16	3.07915958815058e-16	12168/22349/76707/72674/63953/21808/19130/70097/21907/68371/16414/13179/19279/15978/11947/68585/14172/723924/14257/16189/245827/20692/11684/20317/18015/192197/16400/20850/15184/16416/18613/18750/11818/11852/19878/16413/79221/17286/18760/66864/15251/238328/14026/11651/14756/68750/18570/11881/16398/14165/19270/22418/12339/12165/105450/19229/68813/20855/13655/66214/20356/252973/11600/18606/15117/14083/19245/107831/223650/17886/18591/56233/15370/13731/20583/68606/94175/19876/12458/20997/19015/22339/20807/19274/18754/240185/15200/14164/320924/23789/19211/14179/332397/14462/18128/263803/227699/11350/69601/24136/13482/14089/18024/16410/23892/114715/241639/11602/20779/18803/17395/14173/50754/20351/13636/68328/109333/384009/21812/16600/54357/16476/69216/11426/230738/13836/56717/269608/79264/20346/18127/55982/20423/20563/16590/16542/55985/11745/21814/23790/19303/19247/18438/20778/15507/13846/243362/21333/17295/11826/71093/21336/12154/22421/22346/67784/11816/11819/72461/14389/330662/11501/14175/13642/11601/11502/14182/78560/22341/16336/320795/71805/73608/12927/12554/15227/11606/18186/16412/75723/68743/73230/23871/23938/53869/13036/11848/14775/104831/21667/76499/21813/12774/19108/80903	195
GO:0007162	negative regulation of cell adhesion	201/12754	253/23577	2.4515675399344e-17	9.62240259424253e-16	3.36156767941144e-16	14369/12477/16147/20720/16153/240754/19264/11352/21960/381305/240873/17926/16963/338366/15284/237256/21929/11846/74048/11540/54712/11947/18016/67245/171285/16189/16362/53624/11684/16859/18015/20555/192197/12842/14422/57765/56013/13866/72349/19084/217303/15223/16413/16777/104836/11847/69237/238555/15216/193385/105352/14538/20354/20745/218397/18708/56838/71228/18753/20390/16854/17387/13829/66214/20356/11600/18606/14083/16852/14114/19013/140570/22408/20583/12053/11815/13383/30060/140474/100043314/208177/208650/67374/13508/18815/240025/17916/14961/14960/672682/94185/22339/13640/65960/56468/17075/65113/269023/16149/11555/19255/17131/17196/54607/17283/22287/107321/16952/107351/16452/60533/58205/19091/19211/16184/67122/18128/11898/11350/57438/12505/57432/12156/228788/16396/20779/20971/12608/94212/16183/50706/229473/11490/242122/19260/242202/211556/16842/16600/21923/230379/12578/13131/26971/18782/108911/230959/230979/20349/20423/13839/23790/63873/14357/19247/17120/19283/27205/93695/16950/93673/67784/20315/15170/16768/12527/50918/245126/60595/434215/20947/18576/16190/20737/11501/20300/78634/11601/15930/353310/50768/12367/16453/74256/12550/12927/208936/12554/72828/114873/76509/102657/23938/26395/11487/213208/11848/235611/76499/12361/140571	201
GO:0010977	negative regulation of neuron projection development	131/12754	152/23577	2.65897122252799e-17	1.03682498781712e-15	3.62212798115267e-16	26921/70827/13838/64294/53972/74117/226422/21960/103967/15182/216049/17246/16971/170835/14025/216616/68585/213084/320027/22416/29869/18858/18208/380711/18472/237847/20370/12569/18053/22415/11302/11491/11845/19164/70369/94245/20745/13865/20620/19270/22418/218877/73181/668253/20356/13196/14083/16852/11512/65079/239790/15205/56637/13837/22084/240057/14972/14964/19280/19762/22240/107351/19211/20562/16169/22352/13427/269295/228357/12010/15901/64138/20257/192167/229285/76089/13636/76893/269473/19055/13841/13131/13844/21941/70433/20346/22629/12933/20563/19664/52822/231474/14581/231580/22241/63873/12704/74132/19283/20355/21909/11816/606496/17136/19158/22215/244058/16332/19347/233781/101490/244237/79202/79201/13642/18186/22068/270120/235106/21838/121021/18007/20187/20350/11848/74498/12774/14168/192176/18846/245537	131
GO:0042110	T cell activation	346/12754	476/23577	3.07583728240959e-17	1.19158735239322e-15	4.1627872995017e-16	22637/107527/16182/17974/15510/14369/12487/12477/54167/14367/18173/16147/12043/12767/226422/20668/240754/19264/11352/381305/240873/16963/18106/12506/27218/30925/19165/320404/63953/15284/237256/74732/17863/22361/11846/210757/14360/11793/12142/74048/11540/16414/11634/50723/20869/21423/11776/16000/15978/20852/83430/67596/56218/22778/67245/14025/94176/16160/16428/171285/21414/16189/16362/20185/104709/22059/50932/14252/15218/16859/20296/20555/20304/57765/13866/19401/12775/20851/20850/20848/72349/20533/19084/217303/15223/107817/58240/11491/58185/20663/268564/11847/12192/19164/53314/192119/58208/15519/238555/15216/193385/20677/105352/16364/12522/23882/20963/432763/108138/11774/14063/16195/19056/11534/71228/328365/80795/20390/16854/18950/13655/18826/21943/110168/321019/19219/16197/14000/223601/17886/19354/16852/72049/22408/105855/268857/12703/19090/12053/15205/13383/22042/12524/12519/100043314/16423/208650/13052/15975/12458/15001/14998/14961/14960/11629/15040/94185/12393/20807/12445/20230/21950/50930/22324/65960/68767/12193/56468/11789/13653/65113/269023/16149/240354/19255/17131/54607/78317/22287/12507/12511/16952/76088/60533/58205/14102/18089/14732/14462/18761/16184/12151/54519/67122/14347/11350/227753/57438/13482/20687/16410/19374/22034/12505/19419/27103/12010/57432/16176/18503/14225/16396/77799/16658/11486/20971/277360/12608/94212/16183/60505/16159/229473/12479/20351/22724/19885/242122/12481/19260/242202/16842/12042/320790/192656/107568/54390/230126/30936/21949/242517/435791/230405/12578/16818/22417/13200/26971/18782/56717/19934/230979/18762/22163/12571/20423/16193/74734/22165/16590/14357/18439/70103/13846/17120/16848/108723/14255/15505/12389/16846/109880/13848/16205/93695/12525/16950/51811/232174/108655/20315/15170/12504/16768/245126/243864/19698/56457/12051/58206/68137/12144/434215/723840/109594/16190/246779/12721/20737/16408/66824/16409/381924/11501/244234/12476/16002/16334/14082/13642/319583/24099/15930/12367/16161/16453/209488/16168/330817/74256/18021/14087/21838/12500/12501/14012/270152/235320/12988/102657/17127/19883/17999/11891/213208/11848/21813/27215/13813/12387/12769/12772/56501/17698/16186/12169	346
GO:1903829	positive regulation of cellular protein localization	285/12754	381/23577	3.51195025304766e-17	1.35176098126983e-15	4.72235076470925e-16	16182/14367/13869/74591/76709/22349/14767/269109/74117/226422/215015/89867/226744/11545/21808/226861/76157/13822/14360/13608/12534/11735/20869/18245/16000/109272/216274/12461/17246/15978/16971/16878/13649/12464/108686/68585/20742/16199/14694/18412/16568/22416/18618/22318/216853/17913/22627/12569/20296/192197/217124/16400/217127/18053/80280/69297/19155/19014/13866/12985/16480/12189/17762/20698/72344/12009/16413/23795/18760/11845/59036/19042/238276/19164/15519/11651/12161/218333/21752/18708/218832/18753/104416/57258/72400/70572/20356/70790/19354/328572/20788/66725/223864/51812/83396/26413/22195/15205/13383/15163/56637/66578/22350/50873/76936/15482/18999/15516/22339/83433/50930/68767/18189/68010/16573/12326/11789/72512/68857/319713/58801/225655/17128/17919/170458/72727/20908/107351/16452/240641/20411/93679/21416/74998/18761/140483/13830/19177/215280/228357/14061/51897/72446/23892/66632/329506/99138/16176/228607/24105/99237/108687/16328/20779/72043/16500/228993/13605/18759/97112/24088/50754/229521/140493/13038/19260/269473/67591/76123/13645/66105/19055/54673/65973/230073/21812/18198/22234/21898/12578/12795/66233/76793/230738/230751/15444/269587/230784/13844/12540/230872/13836/22642/57320/230972/67830/140499/14677/13483/20423/16193/28042/52822/53886/231637/74585/12466/66437/76854/231830/12390/16846/319757/13666/64704/56505/192193/52163/21937/74741/378425/19943/22185/170770/56459/606496/11652/57296/76686/56330/16514/22088/19259/29875/67943/18479/101706/56212/70261/16409/16411/29810/233919/16334/244238/14456/69068/211323/19663/18536/142980/18709/18747/74256/71805/68051/12550/117148/67177/69581/16412/20660/22687/235406/18854/72565/17127/53869/330962/18247/17918/69981/22771/102502/81897/15587/23807/333433/53328/192176/17698/13607/108155/59026/170743	285
GO:0030111	regulation of Wnt signaling pathway	202/12754	255/23577	3.70865473013355e-17	1.41832269999851e-15	4.95488283783025e-16	20671/240725/14367/329252/12316/214498/11352/329278/110648/93840/68031/15182/56484/83675/20869/23805/21886/213326/14160/15364/24117/13198/14632/16971/84035/407821/14783/27041/22416/67020/13543/76281/15248/18230/55978/18099/21410/207742/380718/18121/12842/16400/21833/74499/22415/12006/77583/104318/68775/59036/19042/19164/14836/20379/195208/20677/12022/20729/26564/21752/17948/218581/16392/14165/22418/73181/50523/14180/219134/72125/20680/219158/64929/18163/70790/239405/20665/27373/66725/106042/22410/22408/56612/20583/21844/50873/22084/12005/18091/18999/17240/20473/68010/67974/12558/11789/13653/494504/17191/16973/107351/74493/15242/54612/226154/12234/21416/67122/18128/107746/11350/69601/24136/20378/12388/228357/107515/23892/241639/12156/12995/20779/58231/72043/20674/14173/56458/97064/20439/68259/24088/229473/22414/16842/56811/319478/18033/68151/140577/16348/70122/67916/666048/66743/11426/192199/433759/22417/70433/67087/260305/13542/18647/20423/14184/19664/21405/14371/13395/16543/12389/22413/22421/22419/16974/19277/232560/629378/11816/70300/68667/233328/17292/244152/22411/50781/11865/64297/14183/77938/12443/102334/234130/20377/353310/21951/93960/74256/58198/12550/80707/14241/244667/22601/23988/20586/330938/76365/74025/207181/29806/13607	202
GO:0051170	nuclear import	220/12754	282/23577	3.96662661285226e-17	1.50731811288386e-15	5.26578658628728e-16	19335/16182/14369/13869/58181/226432/11545/21808/19386/13608/68371/93759/12534/108705/23805/16000/103468/15978/69181/13649/19058/20742/103583/19052/22416/22059/19069/69723/258153/18015/11640/22057/16211/19014/12985/21833/16480/20848/12189/16647/12006/26941/445007/20698/18760/18035/59036/19042/238276/19164/15519/11651/12161/218210/20963/13488/14062/238799/18708/76582/18753/75751/14180/16648/70572/170762/223332/81799/20356/70790/223513/11600/671535/328572/18141/66725/106042/19082/56722/20583/26413/19385/12053/15205/11815/16646/15163/56637/18763/22084/12005/12575/18999/15516/71810/50930/20473/20472/68010/19330/72512/17128/108995/17826/18969/107351/16452/240614/54612/24069/21416/18761/227699/227720/320482/69601/69482/23892/56398/16176/228607/241639/24105/14563/15378/18769/72043/110750/66679/13605/97064/16649/24088/16905/19260/13645/19055/12014/75471/230073/21812/66212/22166/21898/16476/14084/18477/66233/230738/18386/100210/56717/14362/109552/213990/20423/16193/231103/74504/21335/269113/18764/17472/74585/19384/107939/381686/16543/16846/320938/319757/78482/22346/21937/320727/378425/629378/12051/19259/53415/207728/269966/233726/11865/70261/29810/77938/212518/26356/14456/69068/19663/142980/18709/212999/234549/74256/71805/78688/68051/12550/56453/234865/11606/74360/50868/13663/22687/66069/18854/72565/17127/83946/22771/81897/15587/13138/192176/13607/170743	220
GO:0030902	hindbrain development	135/12754	158/23577	4.25336558350349e-17	1.60604930830265e-15	5.61070210215651e-16	66620/12570/20720/14472/12043/14633/13798/171469/381293/11352/110648/14130/30928/19130/18845/52906/13654/216049/18541/71137/17172/16000/14632/18293/18423/77579/22059/15567/20370/12569/21410/16869/18121/15410/15407/192157/18013/15114/27419/17300/67269/218756/18424/93688/73692/105782/93686/12805/22408/72393/15205/68146/56088/13388/12411/19280/18189/67199/664805/20743/16825/332397/19213/14810/11350/16917/17242/18508/11990/15376/16658/12162/14173/55994/13645/99683/16842/68151/73750/18028/13131/69539/68703/15207/13799/20423/18935/14843/22241/56747/16873/19247/20239/30841/114142/319757/14056/14804/12386/14461/22421/22026/11941/74244/16974/12273/76889/233033/107503/16001/11859/233878/76484/57754/50768/17125/12286/18032/12404/244585/234734/14712/16412/20586/12501/330938/75717/26395/235439/19883/19378/12160/19823/12387/192176	135
GO:0014013	regulation of gliogenesis	114/12754	129/23577	4.80517816307555e-17	1.80299955477414e-15	6.29874396748732e-16	12912/13838/20720/74117/12767/212980/21367/171469/63953/15182/21907/216049/16000/15978/15364/16878/18016/216616/68585/118454/22671/11484/18015/18121/18109/15902/20666/18755/192119/20238/15904/21752/16195/71918/27374/321019/18606/14083/20665/104156/15205/13490/21844/104015/50913/19317/17356/20681/16992/94185/11516/12558/56708/19697/28000/18742/21416/22352/18128/723904/14725/13390/13392/14061/20732/16176/19262/12156/100313531/18088/252864/18759/70839/24088/76893/12977/17096/12579/13131/230674/433759/83557/56717/22062/15208/20481/19744/20423/14184/22388/14843/18096/50849/19283/14056/13796/19016/18205/13389/17136/107503/20927/18213/269951/23966/14912/17173/387216/16835/235402/22041/13138/12387/12772	114
GO:0090132	epithelium migration	193/12754	242/23577	4.93296798148172e-17	1.83219875530971e-15	6.40075080811127e-16	12168/22349/76707/72674/63953/21808/19130/70097/21907/68371/16414/13179/19279/15978/11947/68585/14172/723924/14257/16189/245827/20692/11684/20317/18015/192197/16400/20850/15184/16416/18613/18750/11818/11852/19878/16413/79221/17286/18760/66864/15251/238328/14026/11651/14756/68750/18570/11881/16398/14165/19270/22418/12339/12165/105450/19229/68813/20855/13655/66214/20356/252973/11600/18606/15117/14083/19245/107831/223650/17886/18591/56233/15370/13731/20583/68606/94175/19876/12458/19015/22339/20807/19274/18754/240185/15200/14164/320924/23789/19211/14179/332397/14462/18128/263803/227699/11350/69601/24136/13482/14089/18024/16410/23892/114715/241639/11602/20779/18803/17395/14173/50754/20351/13636/68328/109333/384009/21812/16600/54357/16476/69216/11426/230738/13836/56717/269608/79264/20346/18127/55982/20423/20563/16590/16542/55985/11745/21814/23790/19303/19247/18438/20778/15507/13846/243362/21333/17295/11826/71093/21336/12154/22421/22346/67784/11816/11819/72461/14389/330662/11501/14175/13642/11601/11502/14182/78560/22341/16336/320795/71805/73608/12927/12554/11606/18186/16412/75723/68743/73230/23871/23938/53869/13036/11848/14775/104831/21667/76499/21813/12774/19108/80903	193
GO:0030323	respiratory tube development	176/12754	217/23577	4.97512903721376e-17	1.83219875530971e-15	6.40075080811127e-16	14048/98711/50785/12168/12912/74591/16011/14633/12654/93840/19165/15483/21412/14219/17172/16000/15364/14632/56351/16878/319939/19058/14172/14257/216725/20692/214384/22032/21387/18121/16400/21833/11421/14599/15223/107817/207607/18109/20666/23795/104798/21869/15375/64010/18222/192119/17263/20238/14186/14165/21834/71228/22418/20390/17387/21821/14180/14463/24064/723905/252973/22762/239405/66513/328572/22422/12614/20683/26413/15205/77446/20465/30957/30051/22339/20807/74123/17158/16772/106522/13819/20522/14164/16948/18596/320924/17126/16998/18552/16889/15242/19662/14179/18128/77794/20687/15376/15901/228790/67996/11486/64138/16776/12918/72007/51938/20674/14173/24063/381489/50754/17156/22414/76123/18741/99683/207920/107568/21923/18028/72938/13615/74178/74777/12540/14726/74155/18127/20423/14184/19664/18595/16542/74318/21388/20602/13047/72154/18590/231872/75725/114142/22413/12638/16950/108655/22158/17313/16653/19227/71722/12606/243931/101706/233752/26417/14183/13360/14182/11886/19339/16598/15245/52335/15227/22601/18667/20897/26395/19378/13036/74025/13138/21813/11481/12387	176
GO:0061138	morphogenesis of a branching epithelium	176/12754	217/23577	4.97512903721376e-17	1.83219875530971e-15	6.40075080811127e-16	240725/14048/98711/14367/16147/14472/12043/14633/12767/16153/18514/93840/19130/13982/21412/50721/16000/57764/327826/15364/19058/20292/21410/16869/380718/18121/15408/19014/18612/22412/14674/14784/217325/12702/238057/18109/11622/15375/20471/18654/238386/192119/13614/19206/271127/15229/14165/71228/22418/12165/17387/73181/18095/24064/14573/20356/252973/11600/239405/20665/18591/12614/22337/22408/20583/21380/104156/22061/13383/12374/18763/20681/18132/12305/22339/20807/16772/20472/14164/20496/17128/18018/16973/15242/18504/12234/14179/18510/67122/18128/20181/11350/11477/15431/12505/22431/107515/23892/20732/12156/15376/74533/20779/21817/58231/17979/21420/12162/64138/16776/11608/20674/14173/24063/329628/22414/229700/12977/18741/13645/16842/114249/207920/329795/21923/29876/22417/13836/67087/20346/20349/15234/20348/20423/16193/20563/18595/16542/19303/21386/18590/14254/17295/22413/319757/18844/67784/20315/16974/17313/16653/18479/14183/12826/20377/14182/13617/15245/58198/18021/12550/15227/11606/18186/22601/18667/57246/19143/18854/14155/14531/13036/13138/21813/12387/11835	176
GO:0006914	autophagy	269/12754	357/23577	5.34990570898742e-17	1.94619130852554e-15	6.79898158138324e-16	19335/14367/245860/77040/98402/23830/51800/320311/12043/64143/226407/240752/104009/226720/98732/21929/11793/94221/93759/641340/20869/69754/71712/13179/15978/56480/117150/74302/19324/17168/15944/18412/22333/16187/73158/54396/216805/20787/237782/29869/22059/66048/192652/67811/55978/75909/67300/108083/15114/11975/353047/17762/52639/192897/338364/72344/74370/66840/18760/76983/15251/217695/19164/20773/76559/11651/217893/218035/72739/105193/268656/19336/56085/69635/66795/11881/218460/20620/218832/100504663/21821/66597/14463/105787/66270/223453/67154/239408/20788/66725/110213/68118/54483/74374/239739/381038/208643/56637/67841/50873/66643/22084/268933/224630/224647/110147/109820/21425/72238/66530/68767/19328/225020/18145/75964/225326/107045/11555/100502841/27060/76308/329015/58803/271564/93679/53611/71648/18718/74159/67839/11350/99412/227738/16917/51897/228361/27103/171543/228545/269338/80743/75608/66734/68728/320706/19025/228993/72607/19338/56458/24088/50754/654362/94232/20201/20202/13038/17210/19260/67171/229697/229722/214459/118449/67006/54673/170822/68053/192656/26409/52187/73205/67727/12578/18786/242557/108079/56374/12795/230674/54170/230738/230784/11983/68350/74772/22642/170731/56717/57320/236082/213948/277854/15194/100855/73472/16542/52331/72145/22241/252972/66437/74781/70381/75788/16846/107607/22320/232146/15277/64704/19349/56505/74244/319801/57436/19943/22185/606496/72244/72287/16541/75744/78610/73683/13690/18704/26417/67773/66824/12176/101613/54473/13033/13043/233979/211134/18709/15368/56367/257632/17751/66320/116733/93739/22224/67443/12362/12539/235040/13663/235180/18475/11920/71742/26395/235439/320528/244962/74769/75669/81897/56032/83669/72179/17281/17772/67790/23947	269
GO:0061919	process utilizing autophagic mechanism	269/12754	357/23577	5.34990570898742e-17	1.94619130852554e-15	6.79898158138324e-16	19335/14367/245860/77040/98402/23830/51800/320311/12043/64143/226407/240752/104009/226720/98732/21929/11793/94221/93759/641340/20869/69754/71712/13179/15978/56480/117150/74302/19324/17168/15944/18412/22333/16187/73158/54396/216805/20787/237782/29869/22059/66048/192652/67811/55978/75909/67300/108083/15114/11975/353047/17762/52639/192897/338364/72344/74370/66840/18760/76983/15251/217695/19164/20773/76559/11651/217893/218035/72739/105193/268656/19336/56085/69635/66795/11881/218460/20620/218832/100504663/21821/66597/14463/105787/66270/223453/67154/239408/20788/66725/110213/68118/54483/74374/239739/381038/208643/56637/67841/50873/66643/22084/268933/224630/224647/110147/109820/21425/72238/66530/68767/19328/225020/18145/75964/225326/107045/11555/100502841/27060/76308/329015/58803/271564/93679/53611/71648/18718/74159/67839/11350/99412/227738/16917/51897/228361/27103/171543/228545/269338/80743/75608/66734/68728/320706/19025/228993/72607/19338/56458/24088/50754/654362/94232/20201/20202/13038/17210/19260/67171/229697/229722/214459/118449/67006/54673/170822/68053/192656/26409/52187/73205/67727/12578/18786/242557/108079/56374/12795/230674/54170/230738/230784/11983/68350/74772/22642/170731/56717/57320/236082/213948/277854/15194/100855/73472/16542/52331/72145/22241/252972/66437/74781/70381/75788/16846/107607/22320/232146/15277/64704/19349/56505/74244/319801/57436/19943/22185/606496/72244/72287/16541/75744/78610/73683/13690/18704/26417/67773/66824/12176/101613/54473/13033/13043/233979/211134/18709/15368/56367/257632/17751/66320/116733/93739/22224/67443/12362/12539/235040/13663/235180/18475/11920/71742/26395/235439/320528/244962/74769/75669/81897/56032/83669/72179/17281/17772/67790/23947	269
GO:0043434	response to peptide hormone	219/12754	281/23577	5.76366002680344e-17	2.08399974060057e-15	7.28041266543593e-16	18387/20846/12912/623503/50880/23830/16324/98415/72674/13924/24014/12301/22278/23797/11545/20393/18605/93759/13654/12952/16000/20186/216233/237542/13115/216443/12566/103988/14783/16362/20787/94092/83431/22318/18806/19062/17913/12928/237858/72508/20913/18604/18053/192157/20851/20850/20848/12921/14599/18750/14784/11298/12702/108100/14527/19325/14245/79221/12192/217715/22095/20704/68054/16625/20715/20717/20716/11651/11472/14756/18708/72993/18753/210789/50933/105787/14083/15499/207495/19013/11512/15370/20683/12703/19090/224045/11625/74143/56637/80978/22084/20383/52020/12445/18519/14158/106572/94224/104215/16867/11789/13653/12583/12322/387161/19255/19653/19697/107351/16452/19211/19662/20411/14732/240675/18761/56017/338346/109241/18227/269275/50915/67092/16176/19262/320706/20779/19246/18534/12349/11608/208188/18805/18759/56458/18770/20416/68328/229709/20661/20912/18033/51788/14590/18124/329877/100102/18710/19268/22608/230784/230796/11610/56717/70556/18762/67389/16548/69719/231207/21814/63873/19303/18125/19247/11938/209354/22628/23921/381677/16369/76854/16591/27273/12390/12389/16846/109880/58887/19016/232339/74741/606496/11652/20430/16001/12877/18479/16332/18576/53322/18751/11937/434246/19267/16002/16334/16337/57264/384783/13685/18709/26457/12927/11606/75747/235344/12988/18746/17918/83946/12700/171429/20588/235623/77781/18799/12387/108155	219
